indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
54.5,18.0,85.2,4.7,58,19,21.41,1800.0,1.7,22:21:08
73.4,8.6,85.2,4.7,70,10,19.95,600.0,1.7,22:21:15
73.4,8.6,85.2,4.7,70,10,19.95,600.0,1.7,22:21:18
73.4,8.6,85.2,4.7,70,10,19.47,600.0,1.7,22:21:21
73.5,8.6,85.3,4.7,70,10,18.49,600.0,1.7,22:21:26
73.4,8.6,85.2,4.7,70,10,19.47,600.0,1.7,22:21:28
73.4,8.6,85.2,4.7,70,10,19.47,600.0,1.7,22:21:31
73.4,8.6,85.2,4.7,70,10,19.47,600.0,1.7,22:21:33
73.4,8.6,85.3,4.7,70,10,19.47,600.0,1.7,22:21:36
73.4,8.6,85.3,4.7,70,10,19.47,600.0,1.7,22:21:39
73.5,8.6,85.3,4.7,70,10,19.47,600.0,1.7,22:21:41
73.5,8.6,85.3,4.7,70,10,18.49,600.0,1.7,22:21:44
73.5,8.6,85.3,4.7,70,10,19.95,600.0,1.7,22:21:51
73.5,8.6,85.3,4.7,70,10,18.49,600.0,1.7,22:21:54
73.5,8.6,85.3,4.7,70,10,18.98,600.0,1.7,22:21:57
73.5,8.6,85.4,4.7,70,10,19.47,600.0,1.7,22:22:04
73.5,8.6,85.3,4.7,70,10,20.44,600.0,1.7,22:22:07
73.5,8.6,85.3,4.7,70,10,18.98,600.0,1.7,22:22:12
73.4,8.6,85.4,4.7,70,10,19.47,600.0,1.7,22:22:17
73.4,8.6,85.3,4.7,70,10,19.47,600.0,1.7,22:22:25
73.4,8.6,85.4,4.7,70,10,19.47,1800.0,1.7,22:22:32
73.4,8.5,85.4,4.7,70,10,19.47,600.0,1.7,22:22:53
73.4,8.5,85.4,4.7,70,10,19.47,600.0,1.7,22:22:55
73.5,8.5,85.4,4.7,70,10,18.98,600.0,1.7,22:22:58
73.5,8.5,85.4,4.7,70,10,18.98,600.0,1.7,22:23:05
73.5,8.5,85.5,4.7,70,10,20.44,1800.0,1.7,22:23:09
73.5,8.5,85.4,4.7,70,10,19.47,600.0,1.7,22:23:16
73.5,8.5,85.4,4.7,70,10,18.98,600.0,1.7,22:23:19
73.5,8.5,85.4,4.7,70,10,20.44,600.0,1.7,22:23:22
73.5,8.5,85.4,4.7,70,10,19.47,700.0,1.7,22:23:29
73.5,8.5,85.5,4.7,70,10,19.95,600.0,1.7,22:23:32
73.5,8.5,85.5,4.7,70,10,19.47,700.0,1.7,22:23:42
73.5,8.5,85.5,4.7,70,10,19.95,1800.0,1.7,22:23:49
73.5,8.5,85.5,4.7,70,10,19.47,600.0,1.7,22:23:56
73.4,8.5,85.6,4.7,70,10,18.49,600.0,1.7,22:23:59
73.5,8.5,85.6,4.7,70,10,19.47,600.0,1.7,22:24:01
73.5,8.5,85.7,4.7,70,10,19.47,600.0,1.7,22:24:06
73.5,8.5,85.7,4.7,70,10,18.98,600.0,1.7,22:24:14
73.5,8.5,85.7,4.7,70,10,18.49,600.0,1.7,22:24:17
