indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
62.8,16.2,58.1,12.7,68,22,34.56,1800.0,2.65,08:20:38
62.7,16.2,58.0,12.8,68,22,35.05,600.0,2.65,08:20:44
62.8,16.3,58.0,12.8,68,22,34.08,600.0,2.65,08:20:53
62.7,16.3,57.9,12.8,68,22,34.08,600.0,2.65,08:21:00
62.7,16.3,57.7,12.8,68,22,33.59,600.0,2.65,08:21:06
62.6,16.4,57.9,12.8,67,22,33.1,600.0,2.65,08:21:13
62.6,16.4,58.0,12.8,67,22,33.1,600.0,2.65,08:21:20
62.5,16.4,58.2,12.8,67,22,34.56,600.0,2.65,08:21:26
62.5,16.4,58.1,12.9,67,22,34.08,600.0,2.65,08:21:33
62.5,16.4,57.9,12.9,67,22,34.08,600.0,2.65,08:21:39
62.5,16.4,57.6,12.8,67,22,34.56,600.0,2.65,08:21:46
62.5,16.4,57.7,12.8,67,22,35.05,600.0,2.65,08:21:52
62.5,16.4,57.9,12.8,67,22,35.54,600.0,2.65,08:22:02
62.5,16.4,57.6,12.8,67,22,33.59,600.0,2.65,08:22:11
62.4,16.5,57.7,12.8,67,22,35.05,600.0,2.65,08:22:20
62.3,16.5,57.9,12.8,67,22,34.08,600.0,2.65,08:22:26
62.3,16.5,57.7,12.8,67,22,34.56,600.0,2.65,08:22:33
62.2,16.5,57.6,12.8,67,22,35.05,600.0,2.65,08:22:42
62.2,16.5,57.8,12.8,67,22,34.56,600.0,2.65,08:22:49
62.2,16.6,57.7,12.8,67,22,34.56,600.0,2.65,08:22:55
62.2,16.6,57.9,12.8,67,22,34.56,600.0,2.65,08:23:02
62.2,16.6,58.2,12.8,67,22,35.05,600.0,2.65,08:23:08
62.1,16.6,58.4,12.8,67,22,34.08,600.0,2.65,08:23:15
62.1,16.6,58.5,12.8,67,22,34.56,600.0,2.65,08:23:24
62.1,16.6,58.0,12.8,67,22,35.54,600.0,2.65,08:23:31
62.0,16.7,57.8,12.8,67,22,34.56,600.0,2.65,08:23:37
62.0,16.7,57.8,12.8,67,22,34.56,600.0,2.65,08:23:44
62.0,16.7,57.7,12.8,67,22,34.56,600.0,2.65,08:23:51
62.0,16.7,57.5,12.8,67,22,34.56,600.0,2.65,08:24:00
61.9,16.7,57.5,12.8,67,22,35.05,600.0,2.65,08:24:09
61.8,16.7,57.8,12.7,67,22,36.02,600.0,2.65,08:24:15
61.7,16.8,57.8,12.8,67,22,35.05,600.0,2.65,08:24:30
61.6,16.8,58.0,12.8,67,22,35.05,600.0,2.65,08:24:39
61.6,16.8,58.0,12.8,67,22,35.54,600.0,2.65,08:24:50
61.5,16.8,58.0,12.8,67,22,35.54,600.0,2.65,08:25:02
61.5,16.9,58.1,12.8,67,22,34.56,600.0,2.65,08:25:09
61.5,16.9,57.8,12.9,67,22,35.54,600.0,2.65,08:25:15
61.4,16.9,57.5,12.9,67,23,35.05,600.0,2.65,08:25:22
61.4,16.9,57.8,12.9,67,23,35.05,600.0,2.65,08:25:28
61.4,16.9,58.2,12.9,67,23,35.05,600.0,2.65,08:25:37
61.4,17.0,58.6,13.0,67,23,35.54,600.0,2.65,08:25:46
61.4,17.0,58.7,13.0,67,23,35.54,600.0,2.65,08:25:53
61.4,17.0,58.5,13.1,67,23,34.56,600.0,2.65,08:26:00
61.4,17.0,58.0,13.1,67,23,34.56,600.0,2.65,08:26:06
61.4,17.0,57.8,13.1,67,23,33.59,600.0,2.65,08:26:13
61.3,17.0,57.7,13.2,67,23,34.56,600.0,2.65,08:26:22
61.3,17.0,57.7,13.2,67,23,35.05,600.0,2.65,08:26:29
61.3,17.0,57.6,13.3,67,23,34.56,600.0,2.65,08:26:35
61.3,17.1,58.2,13.3,67,23,35.05,600.0,2.65,08:26:42
61.3,17.1,57.5,13.4,67,23,35.05,600.0,2.65,08:26:51
61.3,17.1,57.5,13.3,67,23,36.02,600.0,2.65,08:27:02
61.1,17.2,57.9,13.4,67,23,35.05,600.0,2.65,08:27:09
61.0,17.2,58.0,13.4,67,23,36.51,600.0,2.65,08:27:16
61.0,17.2,57.3,13.5,67,23,35.54,600.0,2.65,08:27:25
61.0,17.2,57.1,13.5,67,23,35.05,600.0,2.65,08:27:34
61.0,17.2,56.8,13.5,67,23,35.54,600.0,2.65,08:27:40
61.0,17.2,56.5,13.4,67,23,36.51,600.0,2.65,08:27:47
60.9,17.2,56.4,13.3,67,23,36.02,600.0,2.65,08:27:54
60.8,17.2,56.4,13.3,67,23,35.54,600.0,2.65,08:28:00
60.8,17.3,56.2,13.3,67,23,36.02,600.0,2.65,08:28:09
60.7,17.3,56.2,13.1,67,23,35.54,600.0,2.65,08:28:16
60.6,17.3,56.5,13.0,67,23,35.05,600.0,2.65,08:28:23
60.5,17.4,56.6,13.0,67,23,34.56,600.0,2.65,08:28:32
60.4,17.4,56.7,12.9,66,23,36.51,600.0,2.65,08:28:38
60.4,17.4,56.6,12.9,66,23,35.54,600.0,2.65,08:28:45
60.3,17.4,56.9,12.8,66,23,36.51,600.0,2.65,08:28:54
60.2,17.4,57.6,12.8,66,23,35.05,600.0,2.65,08:29:03
60.2,17.5,58.0,12.7,66,23,35.54,600.0,2.65,08:29:10
60.1,17.5,58.3,12.7,66,23,35.54,600.0,2.65,08:29:16
60.2,17.5,58.5,12.7,66,23,35.54,600.0,2.65,08:29:23
60.2,17.5,58.5,12.7,66,23,35.54,600.0,2.65,08:29:29
60.1,17.5,58.7,12.7,66,23,35.54,600.0,2.65,08:29:36
60.1,17.5,58.6,12.7,66,23,35.05,600.0,2.65,08:29:45
60.2,17.5,58.3,12.7,66,23,35.54,600.0,2.65,08:29:52
60.1,17.5,58.7,12.8,66,23,35.05,600.0,2.65,08:29:58
60.2,17.5,58.8,12.8,66,23,35.05,600.0,2.65,08:30:10
60.1,17.6,58.8,12.9,66,23,35.54,600.0,2.65,08:30:16
60.1,17.6,58.4,12.9,66,23,35.54,600.0,2.65,08:30:23
60.1,17.6,58.0,13.0,66,23,36.02,600.0,2.65,08:30:32
60.1,17.6,57.8,13.0,66,23,34.56,600.0,2.65,08:30:46
60.1,17.6,58.1,13.1,66,23,35.54,600.0,2.65,08:30:55
60.1,17.7,57.9,13.1,66,24,36.02,600.0,2.65,08:31:02
60.1,17.7,57.8,13.2,66,24,35.54,600.0,2.65,08:31:09
60.1,17.7,57.7,13.2,66,24,34.56,600.0,2.65,08:31:18
60.1,17.8,58.2,13.3,66,24,35.54,600.0,2.65,08:31:24
60.1,17.8,57.8,13.3,66,24,35.54,600.0,2.65,08:31:31
60.1,17.8,57.5,13.3,66,24,35.54,600.0,2.65,08:31:40
60.1,17.8,57.1,13.3,66,24,36.02,600.0,2.65,08:31:47
60.1,17.8,56.8,13.3,66,24,36.02,600.0,2.65,08:31:53
60.0,17.8,56.3,13.3,66,24,36.51,600.0,2.65,08:32:00
60.0,17.9,56.4,13.3,66,24,35.05,600.0,2.65,08:32:06
60.0,17.9,56.4,13.3,66,24,36.51,600.0,2.65,08:32:13
59.9,17.9,56.3,13.3,66,24,36.51,600.0,2.65,08:32:25
59.7,18.0,56.2,13.3,66,24,35.54,600.0,2.65,08:32:31
59.7,18.0,56.2,13.3,66,24,36.02,600.0,2.65,08:32:38
59.6,18.0,56.3,13.1,66,24,36.51,600.0,2.65,08:32:44
59.5,18.0,56.7,13.0,66,24,35.05,600.0,2.65,08:32:51
59.4,18.0,56.8,13.0,66,24,35.54,600.0,2.65,08:33:00
59.3,18.0,56.8,13.0,66,24,35.54,600.0,2.65,08:33:07
59.3,18.1,57.1,12.9,66,24,37.0,600.0,2.65,08:33:13
59.2,18.1,57.2,12.9,66,24,37.48,600.0,2.65,08:33:20
59.1,18.1,57.2,12.9,66,24,35.05,600.0,2.65,08:33:26
59.1,18.1,57.2,12.8,66,24,35.05,600.0,2.65,08:33:33
59.1,18.1,57.5,12.8,66,24,35.54,600.0,2.65,08:33:40
59.0,18.1,57.5,12.8,66,24,36.51,600.0,2.65,08:33:46
59.0,18.1,57.5,12.7,66,24,37.0,600.0,2.65,08:33:53
59.0,18.2,57.5,12.7,66,24,36.51,600.0,2.65,08:33:59
59.0,18.2,58.0,12.7,66,24,36.51,600.0,2.65,08:34:06
58.9,18.2,58.3,12.7,66,24,36.02,600.0,2.65,08:34:13
58.9,18.2,58.2,12.6,66,24,37.0,600.0,2.65,08:34:22
58.8,18.2,58.3,12.6,66,24,36.02,600.0,2.65,08:34:28
58.8,18.2,58.3,12.5,65,24,35.54,600.0,2.65,08:34:35
58.7,18.3,58.2,12.5,65,24,37.0,600.0,2.65,08:34:41
58.7,18.3,58.2,12.5,65,24,37.0,600.0,2.65,08:34:48
58.7,18.3,58.2,12.5,65,24,36.51,600.0,2.65,08:34:55
58.7,18.3,58.0,12.5,65,24,37.0,600.0,2.65,08:35:01
58.7,18.3,58.2,12.5,65,24,35.05,600.0,2.65,08:35:08
58.6,18.3,58.5,12.5,65,24,37.0,600.0,2.65,08:35:14
58.7,18.4,58.2,12.5,65,24,37.48,600.0,2.65,08:35:21
58.6,18.4,58.2,12.5,65,24,37.0,600.0,2.65,08:35:27
58.6,18.4,58.5,12.5,65,24,37.0,600.0,2.65,08:35:34
58.6,18.4,58.5,12.5,65,24,36.51,600.0,2.65,08:35:41
58.6,18.4,58.0,12.7,65,24,37.48,600.0,2.65,08:35:52
58.5,18.5,58.0,12.7,65,24,37.0,600.0,2.65,08:36:04
58.5,18.5,58.2,12.7,65,24,36.51,600.0,2.65,08:36:11
58.5,18.5,58.0,12.7,65,24,37.0,600.0,2.65,08:36:17
