30.67,600.0,2.88,02:29:05
29.21,600.0,2.88,02:29:14
29.21,600.0,2.88,02:29:21
30.18,600.0,2.88,02:29:30
30.18,600.0,2.88,02:29:36
30.18,600.0,2.88,02:29:46
29.69,600.0,2.88,02:29:52
29.21,600.0,2.88,02:29:59
97.7,16.7,87.8,18.0,99.9,17.0,29.69,600.0,2.88,02:30:05
97.6,16.7,87.7,18.0,99.9,17.0,30.18,600.0,2.88,02:30:27
97.7,16.7,87.3,18.0,99.9,17.0,30.18,600.0,2.88,02:30:34
97.7,16.7,87.2,18.1,99.9,17.0,29.69,600.0,2.88,02:30:40
97.7,16.7,87.2,18.1,99.9,17.0,30.18,600.0,2.88,02:30:47
97.7,16.7,87.0,18.1,99.9,17.0,30.67,600.0,2.88,02:30:53
97.7,16.7,86.7,18.1,99.9,17.0,30.67,600.0,2.88,02:31:00
