indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
26.28,1000.0,2.88,00:53:29
89.8,14.0,91.5,12.0,87.8,15.2,27.26,600.0,2.88,00:53:36
89.8,14.0,91.5,12.0,87.8,15.2,26.77,600.0,2.88,00:53:42
89.8,14.0,91.5,12.0,87.8,15.2,27.26,600.0,2.88,00:53:49
89.9,14.0,91.5,12.0,87.8,15.2,27.26,600.0,2.88,00:53:56
89.9,14.0,91.5,12.0,87.8,15.2,26.77,600.0,2.88,00:54:02
89.9,14.0,91.5,12.1,87.8,15.2,28.23,600.0,2.88,06:43:49
89.9,14.0,91.5,12.0,87.9,15.2,27.26,600.0,2.88,06:43:55
89.9,14.0,91.5,12.1,87.9,15.2,28.23,600.0,2.88,06:44:02
89.9,14.0,91.5,12.1,87.9,15.2,27.26,600.0,2.88,06:44:09
89.9,14.0,91.5,12.0,88.0,15.2,27.75,600.0,2.88,06:44:18
89.9,14.0,91.5,12.0,88.0,15.2,28.23,600.0,2.88,06:44:24
89.9,14.0,91.5,12.1,88.0,15.2,28.23,600.0,2.88,06:44:31
89.9,14.0,91.5,12.1,88.1,15.2,26.77,600.0,2.88,06:44:37
89.9,14.0,91.5,12.1,88.1,15.2,27.75,600.0,2.88,06:44:44
89.9,14.0,91.5,12.1,88.1,15.2,28.23,600.0,2.88,06:44:56
89.9,14.0,91.5,12.1,88.2,15.2,27.26,600.0,2.88,06:45:02
89.9,14.0,91.5,12.1,88.2,15.2,28.72,600.0,2.88,06:45:14
89.9,14.0,91.5,12.1,88.2,15.1,28.72,600.0,2.88,06:45:23
89.9,14.0,91.5,12.1,88.3,15.1,28.23,600.0,2.88,06:45:32
89.9,14.0,91.5,12.1,88.3,15.1,29.69,600.0,2.88,06:45:41
90.0,14.1,91.5,12.1,88.3,15.1,28.72,600.0,2.88,06:45:48
90.0,14.0,91.5,12.1,88.3,15.1,30.18,600.0,2.88,06:45:54
89.9,14.0,91.5,12.1,88.4,15.1,30.18,600.0,2.88,06:46:04
90.0,14.0,91.5,12.1,88.4,15.1,29.21,600.0,2.88,06:46:10
90.0,14.1,91.5,12.1,88.5,15.1,28.72,600.0,2.88,06:46:17
90.0,14.1,91.5,12.1,88.5,15.1,28.72,600.0,2.88,06:46:26
89.9,14.1,91.5,12.1,88.5,15.1,29.21,600.0,2.88,06:46:35
90.0,14.1,91.5,12.1,88.6,15.1,28.72,600.0,2.88,06:46:44
90.0,14.1,91.5,12.1,88.6,15.1,29.21,600.0,2.88,06:46:56
90.0,14.1,91.5,12.1,88.6,15.1,29.69,600.0,2.88,06:47:02
90.0,14.1,91.5,12.1,88.6,15.0,29.69,600.0,2.88,06:47:09
90.0,14.1,91.5,12.1,88.6,15.0,29.21,600.0,2.88,06:47:15
90.0,14.1,91.5,12.1,88.7,15.1,30.18,600.0,2.88,06:47:22
90.0,14.1,91.5,12.2,88.7,15.0,29.69,600.0,2.88,06:47:29
90.0,14.1,91.5,12.2,88.7,15.0,29.21,600.0,2.88,06:47:45
90.0,14.1,91.5,12.2,88.7,15.0,30.18,600.0,2.88,06:47:52
90.0,14.1,91.5,12.2,88.8,15.0,29.21,600.0,2.88,06:48:01
90.0,14.1,91.5,12.2,88.8,15.0,29.69,600.0,2.88,06:48:08
90.0,14.1,91.5,12.2,88.8,15.0,29.69,600.0,2.88,06:48:14
90.0,14.2,91.5,12.2,88.9,15.0,29.21,600.0,2.88,06:48:21
90.0,14.2,91.5,12.2,88.9,15.0,30.18,600.0,2.88,06:48:27
90.0,14.1,91.5,12.2,88.9,15.0,30.18,600.0,2.88,06:48:34
90.0,14.2,91.5,12.2,88.9,15.0,30.67,600.0,2.88,06:48:41
90.0,14.2,91.5,12.2,88.9,15.0,30.18,600.0,2.88,06:48:50
90.0,14.2,91.5,12.2,88.9,15.0,29.21,600.0,2.88,06:48:56
90.0,14.2,91.5,12.2,88.9,15.0,29.69,600.0,2.88,06:49:03
90.0,14.2,91.5,12.2,89.0,15.0,30.18,600.0,2.88,06:49:09
90.0,14.2,91.5,12.3,89.0,15.0,29.21,600.0,2.88,06:49:16
90.0,14.2,91.5,12.2,89.0,15.0,28.72,600.0,2.88,06:49:23
90.0,14.2,91.5,12.2,89.0,15.0,30.18,600.0,2.88,06:49:29
90.0,14.2,91.5,12.3,89.0,15.0,30.18,600.0,2.88,06:49:36
90.0,14.2,91.5,12.3,89.0,15.0,30.18,600.0,2.88,06:49:42
90.0,14.2,91.5,12.3,89.0,15.0,29.69,600.0,2.88,06:49:49
90.0,14.2,91.5,12.3,89.1,15.0,29.21,600.0,2.88,06:49:56
90.0,14.2,91.5,12.3,89.1,15.0,30.18,600.0,2.88,06:50:02
90.0,14.2,91.5,12.3,89.1,15.0,28.72,600.0,2.88,06:50:11
90.0,14.2,91.5,12.3,89.1,15.0,30.18,600.0,2.88,06:50:18
