indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
78.1,10.5,86.1,9.4,66.2,11.9,28.72,600.0,2.84,00:00:05
78.2,10.5,86.1,9.4,66.2,11.9,29.69,600.0,2.84,00:00:12
78.1,10.5,86.0,9.4,66.2,11.9,29.69,600.0,2.84,00:00:18
78.1,10.5,86.0,9.4,66.2,11.9,30.18,1800.0,2.83,00:00:25
78.2,10.5,86.0,9.4,66.2,11.9,30.18,600.0,2.83,00:00:32
78.2,10.5,86.0,9.4,66.2,11.9,29.21,600.0,2.83,00:00:38
78.2,10.5,86.0,9.4,66.3,11.9,29.69,600.0,2.83,00:00:45
78.2,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:00:51
78.1,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:00:58
78.2,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:01:05
78.1,10.5,86.0,9.4,66.3,11.9,29.69,600.0,2.83,00:01:11
78.1,10.5,86.0,9.4,66.3,11.9,29.69,600.0,2.83,00:01:18
78.2,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:01:24
78.1,10.5,86.0,9.4,66.3,11.9,30.18,600.0,2.83,00:01:31
78.1,10.5,86.0,9.4,66.3,11.9,28.23,600.0,2.83,00:01:37
78.2,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:01:44
78.1,10.5,86.0,9.4,66.3,11.9,30.18,600.0,2.83,00:01:51
78.1,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:02:00
78.2,10.5,86.0,9.4,66.3,11.9,29.21,600.0,2.83,00:02:06
78.1,10.5,86.0,9.4,66.3,11.9,28.72,600.0,2.83,00:02:15
78.2,10.5,86.0,9.4,66.3,11.9,28.72,600.0,2.83,00:02:27
78.1,10.5,86.0,9.4,66.4,11.9,29.69,600.0,2.83,00:02:34
78.2,10.5,86.0,9.4,66.3,11.9,28.72,600.0,2.83,00:02:40
78.1,10.5,86.0,9.4,66.3,11.9,29.69,600.0,2.83,00:02:47
78.1,10.5,86.1,9.4,66.3,11.9,29.69,600.0,2.83,00:02:53
78.1,10.5,86.1,9.4,66.3,11.9,30.18,600.0,2.83,00:03:00
78.1,10.5,86.1,9.4,66.3,11.9,29.21,600.0,2.83,00:03:07
78.1,10.5,86.1,9.4,66.3,11.9,29.21,600.0,2.83,00:03:16
78.1,10.5,86.1,9.4,66.3,11.9,29.21,600.0,2.83,00:03:22
78.1,10.5,86.1,9.4,66.4,11.9,29.69,600.0,2.83,00:03:31
78.1,10.5,86.1,9.4,66.4,11.9,30.18,600.0,2.83,00:03:38
78.1,10.5,86.1,9.4,66.4,11.9,30.18,600.0,2.83,00:03:45
78.1,10.5,86.1,9.4,66.4,11.9,29.21,600.0,2.83,00:03:51
78.2,10.5,86.1,9.4,66.4,11.9,29.21,600.0,2.83,00:03:58
78.1,10.5,86.1,9.4,66.4,11.9,29.69,600.0,2.83,00:04:04
78.1,10.5,86.2,9.4,66.4,11.9,29.69,600.0,2.83,00:04:11
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:04:23
78.1,10.5,86.1,9.4,66.4,11.9,29.69,600.0,2.83,00:04:29
78.1,10.5,86.2,9.4,66.3,11.9,29.21,600.0,2.83,00:04:36
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:04:42
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:04:51
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:04:58
78.1,10.5,86.2,9.4,66.4,11.9,29.69,600.0,2.83,00:05:07
78.1,10.5,86.1,9.4,66.4,11.9,30.67,600.0,2.83,00:05:14
78.1,10.5,86.1,9.4,66.4,11.9,30.18,600.0,2.83,00:05:20
78.1,10.5,86.1,9.4,66.4,11.9,29.21,600.0,2.83,00:05:29
78.1,10.5,86.1,9.4,66.5,11.9,29.69,600.0,2.83,00:05:36
78.1,10.5,86.1,9.4,66.4,11.9,30.18,600.0,2.83,00:05:45
78.1,10.5,86.1,9.4,66.4,11.9,28.72,600.0,2.83,00:05:52
78.1,10.5,86.1,9.4,66.4,11.9,30.18,600.0,2.83,00:05:58
78.1,10.5,86.2,9.4,66.4,11.9,29.69,600.0,2.83,00:06:15
78.1,10.5,86.1,9.4,66.5,11.9,28.72,600.0,2.83,00:06:22
78.1,10.5,86.1,9.4,66.5,11.9,29.21,600.0,2.83,00:06:28
78.1,10.5,86.2,9.4,66.5,11.9,29.69,600.0,2.83,00:06:37
78.1,10.5,86.2,9.4,66.5,11.9,29.69,600.0,2.83,00:06:44
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:06:53
78.1,10.5,86.2,9.4,66.4,11.9,30.18,600.0,2.83,00:07:00
78.1,10.5,86.2,9.4,66.4,11.9,29.21,600.0,2.83,00:07:09
78.1,10.5,86.2,9.4,66.5,11.9,27.75,600.0,2.83,00:07:18
78.1,10.5,86.2,9.4,66.5,11.9,28.72,600.0,2.83,00:07:24
78.1,10.5,86.2,9.4,66.5,11.9,28.72,600.0,2.83,00:07:31
78.1,10.5,86.3,9.4,66.5,11.9,29.69,600.0,2.83,00:07:38
78.1,10.5,86.3,9.4,66.5,11.9,29.69,600.0,2.83,00:07:44
78.1,10.5,86.3,9.4,66.5,11.9,29.21,600.0,2.83,00:07:51
78.2,10.5,86.4,9.4,66.5,11.9,29.21,600.0,2.83,00:08:00
78.1,10.5,86.4,9.4,66.5,11.9,29.69,600.0,2.83,00:08:09
78.1,10.5,86.4,9.4,66.5,11.9,29.69,600.0,2.83,00:08:21
78.1,10.5,86.4,9.4,66.4,11.9,29.69,600.0,2.83,00:08:32
78.1,10.5,86.4,9.4,66.5,11.9,28.72,600.0,2.83,00:08:41
78.1,10.5,86.4,9.4,66.5,11.9,30.18,600.0,2.83,00:08:48
78.1,10.5,86.4,9.4,66.5,11.9,29.69,600.0,2.83,00:08:57
78.1,10.5,86.4,9.4,66.4,11.9,30.18,600.0,2.83,00:09:04
78.2,10.5,86.4,9.4,66.5,11.9,29.69,600.0,2.83,00:09:10
78.2,10.5,86.4,9.4,66.5,11.9,29.69,600.0,2.83,00:09:17
78.1,10.5,86.4,9.4,66.5,11.9,30.18,600.0,2.83,00:09:23
