indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
96.8,24.4,48.0,4.7,99.9,25.6,33.1,1800.0,2.88,00:00:09
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:00:16
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:00:22
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:00:29
96.8,24.4,48.0,4.7,99.9,25.6,31.64,700.0,2.88,00:00:35
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:00:44
96.8,24.4,48.0,4.7,99.9,25.6,33.1,600.0,2.88,00:00:51
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:00:58
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:01:04
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:01:11
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:01:17
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:01:24
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:01:31
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:01:37
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:01:44
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:01:50
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:02:00
96.8,24.4,48.0,4.7,99.9,25.6,31.15,700.0,2.88,00:02:06
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:02:13
96.8,24.4,48.0,4.7,99.9,25.6,31.15,600.0,2.88,00:02:19
96.8,24.4,48.0,4.7,99.9,25.6,31.15,600.0,2.88,00:02:26
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:02:32
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:02:39
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:02:46
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:02:57
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:03:04
96.8,24.4,48.0,4.7,99.9,25.6,32.62,600.0,2.88,00:03:11
96.8,24.4,48.0,4.7,99.9,25.6,32.13,600.0,2.88,00:03:17
96.8,24.4,48.0,4.7,99.9,25.6,31.64,600.0,2.88,00:03:24
