indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
83.2,13.5,65.4,13.4,79.7,14.9,29.21,600.0,2.86,00:00:01
83.2,13.5,65.3,13.4,79.8,14.9,29.69,600.0,2.86,00:00:07
83.2,13.5,65.4,13.4,79.8,14.9,29.21,600.0,2.86,00:00:14
83.1,13.5,65.4,13.4,79.8,14.9,28.23,600.0,2.86,00:00:20
83.1,13.5,65.4,13.4,79.8,14.9,29.21,600.0,2.86,00:00:30
83.2,13.5,65.3,13.4,79.8,14.9,29.69,600.0,2.86,00:00:36
83.1,13.5,65.4,13.4,79.7,14.9,29.69,600.0,2.86,00:00:43
83.1,13.6,65.4,13.4,79.8,14.9,29.69,600.0,2.86,00:00:49
83.2,13.6,65.4,13.4,79.7,14.9,30.67,600.0,2.86,00:00:58
83.1,13.5,65.4,13.4,79.8,14.9,30.18,600.0,2.86,00:01:05
83.1,13.5,65.6,13.3,79.7,14.9,30.18,600.0,2.86,00:01:12
83.2,13.5,65.7,13.4,79.7,14.9,30.67,600.0,2.86,00:01:21
83.1,13.5,65.6,13.3,79.7,14.9,29.21,600.0,2.86,00:01:30
83.2,13.5,65.4,13.3,79.7,14.8,30.67,600.0,2.86,00:01:36
83.2,13.6,65.3,13.3,79.7,14.9,29.69,600.0,2.86,00:01:43
83.2,13.6,65.3,13.3,79.7,14.9,29.21,600.0,2.86,00:01:50
83.2,13.5,65.4,13.3,79.8,14.9,29.69,600.0,2.86,00:01:56
83.2,13.6,65.4,13.3,79.7,14.9,30.18,600.0,2.86,00:02:05
83.2,13.5,65.9,13.3,79.8,14.8,30.67,600.0,2.86,00:02:12
83.2,13.6,66.0,13.3,79.8,14.9,30.18,600.0,2.86,00:02:18
83.2,13.5,65.8,13.3,79.7,14.9,30.18,600.0,2.86,00:02:25
83.2,13.6,65.8,13.3,79.7,14.9,29.69,600.0,2.86,00:02:32
83.2,13.6,66.0,13.3,79.8,14.8,29.21,600.0,2.86,00:02:38
83.2,13.6,66.1,13.3,79.8,14.9,29.21,600.0,2.86,00:02:45
83.2,13.5,66.1,13.3,79.8,14.9,29.69,600.0,2.86,00:02:54
83.2,13.6,66.1,13.3,79.8,14.9,30.67,600.0,2.86,00:03:03
83.2,13.6,65.6,13.3,79.8,14.9,30.67,600.0,2.86,00:03:12
83.2,13.5,65.5,13.3,79.8,14.9,29.69,600.0,2.86,00:03:19
83.2,13.5,65.5,13.3,79.8,14.8,31.15,600.0,2.86,00:03:25
83.2,13.6,65.7,13.3,79.7,14.8,30.18,600.0,2.86,00:03:32
83.2,13.6,65.7,13.3,79.8,14.9,29.21,600.0,2.86,00:03:39
83.2,13.5,65.7,13.3,79.7,14.9,29.21,600.0,2.86,00:03:45
83.2,13.6,65.6,13.3,79.8,14.9,29.69,600.0,2.86,00:03:52
83.2,13.6,65.6,13.3,79.8,14.9,29.69,600.0,2.86,00:03:58
83.2,13.6,65.5,13.3,79.8,14.9,29.21,600.0,2.86,00:04:05
83.2,13.6,65.7,13.3,79.8,14.9,30.67,600.0,2.86,00:04:11
