indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
64.2,8.5,65.4,7.0,56.8,9.7,29.21,600.0,2.83,00:00:00
64.2,8.5,65.4,7.0,56.9,9.7,30.18,1800.0,2.83,00:00:07
64.3,8.5,65.3,7.0,56.8,9.7,28.72,600.0,2.83,00:00:14
64.3,8.5,65.2,7.0,56.9,9.7,28.72,600.0,2.83,00:00:20
64.3,8.5,65.2,7.0,56.9,9.7,28.23,600.0,2.83,00:00:27
64.3,8.5,65.2,7.0,56.8,9.7,28.72,600.0,2.83,00:00:33
64.3,8.5,65.3,7.1,56.9,9.7,28.72,600.0,2.83,00:00:40
64.3,8.5,65.3,7.1,56.8,9.7,28.23,600.0,2.83,00:00:46
64.3,8.5,65.7,7.1,56.9,9.6,28.23,600.0,2.83,00:00:53
64.3,8.5,65.8,7.1,56.9,9.7,28.72,600.0,2.83,00:01:02
64.3,8.4,65.9,7.1,56.8,9.7,28.72,600.0,2.83,00:01:09
64.3,8.4,66.0,7.1,56.9,9.7,29.69,600.0,2.83,00:01:15
64.3,8.4,66.0,7.0,56.9,9.7,29.21,600.0,2.83,00:01:24
64.3,8.4,66.0,7.0,56.9,9.6,28.72,600.0,2.83,00:01:31
64.3,8.4,65.7,7.0,56.9,9.7,28.72,600.0,2.83,00:01:38
64.3,8.4,65.5,7.0,56.9,9.6,28.72,600.0,2.83,00:01:44
64.4,8.4,65.5,7.0,56.9,9.7,29.21,600.0,2.83,00:01:51
64.3,8.4,65.6,7.0,56.8,9.6,29.21,600.0,2.83,00:01:57
64.4,8.4,65.6,7.0,56.9,9.6,29.21,600.0,2.83,00:02:04
64.3,8.4,65.6,7.0,56.9,9.7,29.21,600.0,2.83,00:02:11
64.3,8.4,65.5,7.0,56.8,9.6,28.72,600.0,2.83,00:02:17
64.3,8.4,65.5,7.0,56.9,9.6,29.21,600.0,2.83,00:02:26
64.4,8.4,65.4,7.0,56.9,9.7,29.21,600.0,2.83,00:02:33
64.4,8.4,65.6,7.0,56.9,9.6,28.23,600.0,2.83,00:02:39
64.4,8.4,65.8,7.0,56.9,9.6,28.23,600.0,2.83,00:02:46
64.3,8.4,65.7,7.0,56.9,9.6,28.72,600.0,2.83,00:02:53
64.3,8.4,65.8,7.0,56.9,9.6,29.21,600.0,2.83,00:03:02
64.4,8.4,66.0,7.0,56.9,9.6,28.72,600.0,2.83,00:03:08
64.3,8.4,66.1,7.0,56.9,9.6,28.23,600.0,2.83,00:03:15
64.4,8.4,66.0,7.0,56.9,9.6,29.69,600.0,2.83,00:03:21
64.4,8.4,65.8,7.0,56.9,9.6,28.72,600.0,2.83,00:03:28
64.4,8.4,65.8,7.0,56.9,9.6,28.23,600.0,2.83,00:03:35
64.4,8.4,65.7,7.0,56.9,9.6,29.21,600.0,2.83,00:03:41
64.4,8.4,65.6,7.0,56.9,9.6,28.72,600.0,2.83,00:03:48
64.4,8.4,65.7,7.0,56.9,9.6,29.69,600.0,2.83,00:03:57
64.4,8.4,65.6,7.0,56.9,9.6,29.21,600.0,2.83,00:04:03
64.4,8.4,65.7,7.0,56.9,9.6,28.72,600.0,2.83,00:04:13
64.4,8.4,65.8,7.0,56.9,9.6,29.21,600.0,2.83,00:04:19
64.4,8.4,65.9,7.0,56.9,9.6,29.21,600.0,2.83,00:04:26
64.4,8.4,65.9,7.0,56.9,9.6,29.21,600.0,2.83,00:04:32
64.4,8.4,65.8,7.0,57.0,9.6,29.21,600.0,2.83,00:04:39
64.4,8.4,65.8,7.0,56.9,9.6,28.72,600.0,2.83,00:04:46
64.4,8.4,66.1,6.9,56.9,9.6,29.21,600.0,2.83,00:04:52
64.4,8.4,66.2,6.9,56.9,9.6,29.69,600.0,2.83,00:04:59
64.4,8.4,66.4,6.9,56.9,9.6,28.72,600.0,2.83,00:05:05
64.5,8.4,66.5,6.9,56.9,9.6,28.72,600.0,2.83,00:05:14
64.5,8.4,66.5,6.9,57.0,9.6,28.72,600.0,2.83,00:05:21
64.5,8.4,66.6,6.9,56.9,9.6,29.21,600.0,2.83,00:05:28
64.5,8.4,66.5,6.9,56.9,9.6,28.72,600.0,2.83,00:05:34
64.5,8.4,66.4,6.9,57.0,9.6,28.23,600.0,2.83,00:05:41
64.5,8.4,66.4,6.8,57.0,9.6,29.21,600.0,2.83,00:05:47
64.5,8.4,66.2,6.9,57.0,9.6,30.18,600.0,2.83,00:05:54
64.5,8.4,66.1,6.8,57.0,9.6,30.18,600.0,2.83,00:06:01
64.6,8.4,66.2,6.8,57.0,9.6,28.72,600.0,2.83,00:06:07
64.6,8.4,66.1,6.8,57.0,9.6,28.72,600.0,2.83,00:06:14
64.6,8.4,66.2,6.8,57.0,9.6,28.72,600.0,2.83,00:06:20
64.6,8.4,66.2,6.8,57.0,9.6,29.21,600.0,2.83,00:06:27
64.6,8.4,66.2,6.8,57.0,9.6,28.72,600.0,2.83,00:06:36
64.6,8.4,66.1,6.8,57.0,9.6,27.75,600.0,2.83,00:06:43
64.6,8.4,66.1,6.8,57.0,9.6,29.69,600.0,2.83,00:06:49
64.6,8.4,66.0,6.8,57.0,9.6,28.23,600.0,2.83,00:06:56
64.7,8.4,65.8,6.8,57.0,9.6,29.21,600.0,2.83,00:07:02
64.6,8.4,65.8,6.8,57.0,9.6,29.21,600.0,2.83,00:07:09
64.6,8.3,66.0,6.8,57.0,9.6,29.21,600.0,2.83,00:07:15
64.6,8.3,66.3,6.8,57.0,9.6,27.75,600.0,2.83,00:07:22
64.6,8.3,66.4,6.9,57.0,9.5,29.21,600.0,2.83,00:07:29
64.7,8.3,66.1,6.9,57.0,9.5,29.21,600.0,2.83,00:07:35
64.6,8.3,65.9,6.9,57.0,9.6,28.72,600.0,2.83,00:07:42
64.7,8.3,65.8,6.9,57.0,9.5,28.72,600.0,2.83,00:07:48
64.6,8.3,66.0,6.9,57.0,9.5,28.23,600.0,2.83,00:07:55
64.7,8.3,66.4,6.9,57.0,9.6,28.72,600.0,2.83,00:08:02
64.7,8.3,66.4,6.9,57.0,9.5,30.18,600.0,2.83,00:08:11
64.7,8.3,66.3,6.9,57.0,9.6,29.21,600.0,2.83,00:08:22
64.7,8.3,66.2,6.9,57.0,9.6,27.75,600.0,2.83,00:08:29
64.7,8.3,66.2,6.9,57.0,9.5,28.72,600.0,2.83,00:08:36
64.7,8.3,66.3,6.9,57.0,9.5,28.72,600.0,2.83,00:08:42
64.7,8.3,66.5,6.9,57.0,9.5,29.21,600.0,2.83,00:08:49
64.7,8.3,66.4,6.9,57.0,9.5,28.72,600.0,2.83,00:08:55
64.7,8.3,66.0,6.9,57.0,9.6,28.72,600.0,2.83,00:09:02
