indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
86.2,12.7,91.6,12.5,97.5,12.8,29.21,1800.0,2.86,06:37:51
86.2,12.7,91.5,12.5,97.6,12.9,28.23,600.0,2.86,06:38:02
86.2,12.8,91.5,12.5,97.6,12.9,28.72,600.0,2.86,06:38:09
86.3,12.8,91.5,12.5,97.6,12.9,28.72,600.0,2.86,06:38:15
86.2,12.7,91.6,12.5,97.7,12.9,28.23,600.0,2.86,06:38:22
86.3,12.8,91.6,12.5,97.7,12.9,27.26,600.0,2.86,06:38:29
86.3,12.8,91.6,12.5,97.7,12.9,26.77,600.0,2.86,06:38:35
86.3,12.8,91.6,12.5,97.8,12.9,27.26,600.0,2.86,06:38:42
86.3,12.8,91.5,12.5,97.8,12.9,28.23,600.0,2.86,06:38:48
86.3,12.8,91.6,12.6,97.9,12.9,27.75,600.0,2.86,06:38:55
86.3,12.8,91.6,12.6,97.9,12.9,27.75,600.0,2.86,06:39:02
86.3,12.8,91.5,12.7,98.0,12.9,28.23,600.0,2.86,06:39:11
86.3,12.8,91.6,12.7,98.0,12.9,28.23,600.0,2.86,06:39:17
86.3,12.8,91.6,12.7,98.0,12.9,29.21,600.0,2.86,06:39:24
86.4,12.8,91.5,12.7,98.0,12.9,29.21,600.0,2.86,06:39:30
86.4,12.8,91.6,12.7,98.1,12.9,29.21,600.0,2.86,06:39:37
86.4,12.8,91.6,12.7,98.1,13.0,29.21,600.0,2.86,06:39:44
86.4,12.8,91.6,12.7,98.2,13.0,28.72,600.0,2.86,06:39:50
86.4,12.8,91.6,12.8,98.2,13.0,28.23,600.0,2.86,06:39:57
86.4,12.8,91.6,12.8,98.2,13.0,30.18,600.0,2.86,06:40:03
86.4,12.8,91.5,12.8,98.2,13.0,29.21,600.0,2.86,06:40:10
86.4,12.8,91.6,12.8,98.2,13.0,28.23,600.0,2.86,06:40:19
86.4,12.9,91.6,12.8,98.3,13.0,28.72,600.0,2.86,06:40:26
86.4,12.9,91.6,12.8,98.3,13.0,29.21,600.0,2.86,06:40:32
86.5,12.9,91.6,12.8,98.4,13.0,28.23,600.0,2.86,06:40:39
86.4,12.9,91.6,12.9,98.4,13.0,29.69,600.0,2.86,06:40:48
86.5,12.9,91.6,12.9,98.5,13.0,29.69,600.0,2.86,06:40:55
86.4,12.9,91.6,12.9,98.5,13.0,29.69,600.0,2.86,06:41:04
86.5,12.9,91.6,12.9,98.5,13.0,28.72,600.0,2.86,06:41:10
86.5,12.9,91.6,12.9,98.6,13.0,29.21,600.0,2.86,06:41:17
86.5,12.9,91.5,12.9,98.6,13.1,29.69,600.0,2.86,06:41:26
86.5,12.9,91.6,13.0,98.6,13.1,30.18,600.0,2.86,06:41:35
86.5,12.9,91.6,13.0,98.6,13.1,29.69,600.0,2.86,06:41:42
86.5,12.9,91.6,13.0,98.7,13.1,29.21,600.0,2.86,06:41:48
86.5,12.9,91.6,13.0,98.7,13.1,29.69,600.0,2.86,06:41:57
86.5,13.0,91.6,13.0,98.7,13.1,28.72,600.0,2.86,06:42:04
86.5,13.0,91.6,13.0,98.8,13.1,28.72,600.0,2.86,06:42:11
86.5,13.0,91.6,13.0,98.8,13.1,29.21,600.0,2.86,06:42:20
86.6,13.0,91.6,13.0,98.8,13.1,30.18,600.0,2.86,06:42:26
86.6,13.0,91.6,13.1,98.8,13.1,28.72,600.0,2.86,06:42:33
86.6,13.0,91.6,13.1,99.0,13.1,29.21,600.0,2.86,06:42:42
86.6,13.0,91.6,13.1,98.9,13.1,29.21,600.0,2.86,06:42:56
86.6,13.0,91.6,13.1,98.9,13.1,29.69,600.0,2.86,06:43:03
86.6,13.0,91.6,13.1,99.1,13.1,29.21,600.0,2.86,06:43:09
86.6,13.0,91.6,13.1,99.1,13.1,29.21,600.0,2.86,06:43:16
86.6,13.0,91.6,13.1,99.1,13.1,29.21,600.0,2.86,06:43:28
