indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
69.9,7.8,81.5,5.0,50.4,9.1,29.21,600.0,2.83,00:00:08
69.9,7.8,81.6,5.0,50.4,9.0,29.69,600.0,2.83,00:00:17
69.8,7.8,81.5,5.0,50.4,9.1,29.69,1800.0,2.83,00:00:24
69.9,7.8,81.5,5.0,50.4,9.0,28.23,600.0,2.83,00:00:35
69.8,7.8,81.5,5.0,50.4,9.0,28.72,600.0,2.83,00:00:42
69.8,7.8,81.5,5.0,50.4,9.0,29.69,600.0,2.83,00:00:48
69.8,7.8,81.5,5.0,50.4,9.0,28.72,600.0,2.83,00:00:55
69.8,7.8,81.5,5.0,50.5,9.0,28.72,600.0,2.83,00:01:02
69.8,7.8,81.6,5.0,50.4,9.0,28.23,600.0,2.83,00:01:08
69.8,7.8,81.6,5.0,50.4,9.0,29.21,600.0,2.83,00:01:17
69.8,7.8,81.6,5.0,50.4,9.0,28.72,600.0,2.83,00:01:24
69.8,7.8,81.6,5.0,50.5,9.0,28.23,600.0,2.83,00:01:31
69.9,7.8,81.6,5.0,50.4,9.0,28.72,600.0,2.83,00:01:37
69.8,7.8,81.6,5.0,50.4,9.0,28.72,600.0,2.83,00:01:44
69.8,7.8,81.6,5.0,50.5,9.0,28.72,600.0,2.83,00:01:50
69.8,7.8,81.6,5.0,50.4,9.0,28.72,600.0,2.83,00:01:57
69.8,7.8,81.6,5.0,50.5,9.0,28.72,600.0,2.83,00:02:03
69.8,7.8,81.5,5.0,50.5,9.0,29.21,600.0,2.83,00:02:10
69.8,7.8,81.5,5.0,50.5,9.0,28.72,600.0,2.83,00:02:22
69.8,7.8,81.5,5.0,50.5,9.0,29.21,600.0,2.83,00:02:31
69.8,7.8,81.5,5.0,50.5,9.0,28.23,600.0,2.83,00:02:37
69.8,7.8,81.5,5.0,50.5,9.0,29.69,600.0,2.83,00:02:54
69.8,7.8,81.5,5.0,50.5,9.0,30.18,600.0,2.83,00:03:23
69.8,7.7,81.5,5.0,50.5,9.0,29.21,600.0,2.83,00:03:35
69.8,7.7,81.5,5.0,50.5,9.0,29.21,600.0,2.83,00:03:44
69.8,7.7,81.5,5.0,50.5,9.0,29.69,600.0,2.83,00:03:51
69.8,7.7,81.4,5.0,50.5,9.0,29.21,600.0,2.83,00:03:57
69.8,7.7,81.5,5.0,50.5,9.0,28.72,600.0,2.83,00:04:04
69.8,7.7,81.5,4.9,50.5,9.0,28.23,600.0,2.83,00:04:13
69.8,7.7,81.5,4.9,50.5,9.0,28.72,600.0,2.83,00:04:22
69.8,7.6,81.5,4.9,50.6,9.0,28.72,600.0,2.83,00:04:31
69.8,7.7,81.5,4.9,50.6,9.0,28.72,600.0,2.83,00:04:40
69.8,7.6,81.6,4.9,50.6,9.0,27.75,600.0,2.83,00:04:52
69.9,7.6,81.6,4.9,50.6,9.0,29.21,600.0,2.83,00:05:04
69.8,7.6,81.7,4.9,50.6,9.0,28.23,600.0,2.83,00:05:10
69.8,7.6,81.6,4.9,50.6,9.0,29.21,600.0,2.83,00:05:17
69.8,7.6,81.7,4.9,50.6,9.0,28.72,600.0,2.83,00:05:26
69.8,7.6,81.7,4.9,50.6,9.0,29.21,600.0,2.83,00:05:33
69.8,7.6,81.7,4.9,50.7,9.0,28.23,600.0,2.83,00:05:39
69.9,7.6,81.7,4.9,50.7,9.0,28.72,600.0,2.83,00:05:48
69.8,7.6,81.7,4.9,50.6,9.0,29.69,600.0,2.83,00:05:55
69.9,7.6,81.7,4.9,50.7,9.0,28.72,600.0,2.83,00:06:01
69.8,7.6,81.7,4.8,50.6,8.9,28.72,600.0,2.83,00:06:08
69.9,7.6,81.8,4.8,50.7,9.0,28.23,600.0,2.83,00:06:20
69.9,7.6,81.8,4.8,50.6,8.9,28.23,600.0,2.83,00:06:26
